NL Statement,Logic Expression
"If there is a fault in the item dispensing mechanism or the coin slot is jammed, the vending machine will enter maintenance mode.",(Item Dispensing Fault or Coin Slot Jam) --> (Maintenance Mode Activated)
The vending machine's lights will turn off iff it is in energy-saving mode and there is no customer interaction for 10 minutes.,(Energy Saving Mode and No Customer Interaction for 10 minutes) --> (Lights Off)
"If the snack tray is full and the item selection button is pressed, the item will be dispensed, else a sold-out message will be displayed.","(Snack Tray Full and Item Selection Button Pressed) --> (Item Dispensed), not(Snack Tray Full and Item Selection Button Pressed) --> (Sold Out Message Displayed)"
The coin return button will be enabled only if the inserted coins exceed the item price or the selected item is unavailable.,(Coins Inserted > Item Price or Item Unavailable) --> (Coin Return Button Enabled)
"If the vending machine is in maintenance mode and the maintenance is completed, it shall exit maintenance mode.",(In Maintenance Mode and Maintenance Completed) --> (Exit Maintenance Mode)
The vending machine will not dispense an item unless the correct code is entered and the payment is successful.,(Correct Code Entered and Payment Successful) --> (Item Dispensed)
"If the expiration date of a product is exceeded or the cooling system fails, a warning message will be displayed.",(Expiration Date Exceeded or Cooling System Failure) --> (Warning Message Displayed)
"The vending machine's door will not close unless all items are properly stocked, and the door close button is pressed.",(All Items Stocked and Door Close Button Pressed) --> (Door Closed)
"If the coin validation system fails or the bill acceptor malfunctions, the vending machine will not accept currency.",(Coin Validation System Failure or Bill Accept or Malfunction) --> (Currency Not Accepted)
The vending machine will switch to low-power mode iff the machine is idle for more than 15 minutes and the low-power switch is engaged.,(Idle For More Than 15 Minutes and Low Power Switch Engaged) --> (Low Power Mode Activated)
"If the coffee machine is not in use and the coffee supply is empty, it shall be refilled within 3 time units.","Triggered_Time_Action((Not In Use and Coffee Supply Empty) , (Refilled), 3 time units)"
The machine will dispense hot water only if both the hot water button is pressed and the water reservoir is filled.,(Hot Water Button Pressed and Water Reservoir Filled) --> (Hot Water Dispensed)
"If the coffee machine is in cleaning mode and the cleaning process is completed, it shall exit the cleaning mode.",(In Cleaning Mode and Cleaning Completed) --> (Exit Cleaning Mode)
The coffee machine will not brew coffee unless both the power is on and there is sufficient coffee grounds in the grinder.,(Power On and Sufficient Coffee Grounds) --> (Coffee Brewed)
"If the water temperature exceeds a critical level or there is a malfunction in the heating element, the safety feature will be activated.",(Water Temperature Exceeds Critical Level or Heating Element Malfunction) --> (Safety Feature Activated)
The coffee machine will switch to energy-saving mode iff it is idle for more than 10 minutes and the energy-saving switch is engaged.,(Idle Fo rMore Than 10 Minutes and Energy Saving Switch Engaged) --> (Energy Saving Mode Activated)
"If the coffee machine's display shows a descale message and the descaling process is completed, the message shall disappear.",(Descaling Message Displayed and Descaling Completed) --> (Descaling Message Disappears)
The milk frother will be activated only if both the milk frother button is pressed and there is sufficient milk in the container.,(Milk Frother Button Pressed and Sufficient Milk) --> (Milk Frother Activated)
"If the coffee machine detects a water leak or there is a fault in the water pump, an error message will be displayed.",(Water Leak Detected or Water Pump Fault) --> (Error Message Displayed)
The coffee machine will not grind coffee beans unless the bean hopper is filled and the grind size is selected.,(Bean Hopper Filled and Grind Size Selected) --> (Coffee Beans Ground)
"If the coffee machine's grinder is jammed or the coffee grounds container is full, the machine will not brew coffee.",(Grinder Jam or Grounds Container Full) --> (No Coffee Brewed)
The coffee machine will dispense hot water for tea only if the tea button is pressed and there is sufficient water in the reservoir.,(Tea Button Pressed and Sufficient Water) --> (Hot Water For Tea Dispensed)
"If the coffee machine is not in use and the maintenance switch is engaged, it shall enter maintenance mode.",(Not In Use and Maintenance Switch Engaged) --> (Maintenance Mode Entered)
"If the coffee machine detects a malfunction in the milk frother or the milk temperature is too high, the machine will stop frothing milk.",(Milk Frother Malfunction or Milk Temperature Too High) --> (Stop Frothing Milk) 
The coffee machine's grinder will not operate unless the bean hopper is securely closed and the grind size is selected.,(Bean Hopper Closed Securely and Grind Size Selected) --> (Grinder Operates) 
"If the coffee machine's water filter is expired or there is a fault in the water heating system, the machine will not brew coffee.",(Water Filter Expired or Water Heating System Fault) --> (No Coffee Brewed)
The coffee machine will not dispense coffee if the coffee grounds container is missing or the water reservoir is not properly placed.,(Grounds Container Missing or Water Reservoir Not Properly Placed) --> (No Coffee Dispensed)
"If the coffee machine is in use and the user presses the cancel button, the brewing process shall be aborted.",(In Use and Cancel Button Pressed) --> (Brewing Process Aborted)
The coffee machine's lights will turn off iff it is in energy-saving mode and there is no user interaction for 5 minutes.,(Energy Saving Mode and No User Interaction for 5 minutes) --> (Lights Off)
